cluster_id,x,y,z
1,23.0198,11.2595,-0.0267699
1,23.1354,11.03,-0.0495894
1,22.7403,5.31607,-0.41497
1,22.6889,6.84342,0.467775
1,21.3789,6.2823,0.426739
1,22.7305,7.4338,0.511037
1,20.4035,4.98263,0.337662
1,22.6844,3.40717,0.261764
1,22.7118,7.26465,0.498426
1,22.7101,7.09793,0.486166
1,22.6831,7.00644,0.479502
1,22.6614,3.47651,0.264982
1,22.6766,6.92188,0.473392
1,22.6838,6.75965,0.461808
1,21.6181,7.2906,0.501013
1,21.5828,7.35414,0.505947
1,20.5637,7.06829,0.485162
1,20.3769,7.68504,0.53508
1,20.3881,7.15294,0.492085
1,20.3465,7.75033,0.540581
1,20.337,7.21002,0.4967
1,19.9801,7.22716,0.49887
1,19.7668,7.65694,-0.173565
1,22.4174,3.13872,0.247282
1,20.1367,7.08724,1.91923
1,19.9737,7.23548,1.21053
1,21.424,6.70019,1.20896
1,20.8995,5.41971,1.08842
1,19.172,5.56996,1.70634
1,22.7283,6.47411,1.23501
1,19.8023,5.72873,0.38603
1,20.2784,4.85578,1.72185
1,20.3996,4.81559,1.72726
1,19.0615,5.46895,1.68957
1,19.936,4.63296,1.67961
1,20.0947,4.39914,1.67289
1,22.0537,3.73684,1.77104
1,21.0896,3.2887,1.67051
1,21.0752,3.21596,1.665
1,19.8623,2.83306,1.55049
1,18.9759,5.24942,1.66389
1,18.7548,5.314,1.65453
1,19.0878,5.07821,1.65666
1,19.3963,4.17381,1.60527
1,19.5185,3.7419,1.58309
1,19.5393,3.46384,0.904454
1,21.4775,6.63985,1.20566
1,22.809,5.1498,1.14005
1,18.3252,6.01471,1.04832
1,22.8795,5.63679,1.17699
1,22.8408,5.39148,1.15804
1,22.8261,5.23302,1.14642
1,20.9424,5.57867,1.10201
1,20.8144,5.61291,1.10006
1,20.7757,5.67545,1.10351
1,20.3784,4.02921,0.972239
1,20.3922,3.48668,0.939964
1,19.7943,3.44736,0.913668
1,19.9642,3.27977,0.91077
1,19.521,4.04592,0.939955
1,19.2153,3.81045,1.56539
1,20.9439,3.12882,1.64983
1,20.8048,3.03799,1.63392
1,21.2157,2.82108,1.65266
1,21.1878,2.74691,1.64642
1,21.2564,2.68556,1.64831
1,20.6431,2.40775,1.58656
1,20.5682,2.33058,1.57673
1,21.5292,2.58187,1.66363
1,19.7872,2.75633,1.54034
1,20.0872,3.89839,0.952802
1,20.091,4.46705,1.67782
1,20.2289,1.89512,1.52925
1,22.4502,2.47184,1.72859
1,22.3954,2.35793,0.964541
1,19.5937,1.64495,1.46866
1,22.7626,3.93784,1.83701
1,18.846,4.8043,-0.96947
1,18.2251,4.4526,-0.94559
1,19.1998,7.21093,-0.184333
1,22.6865,5.22334,-0.418222
1,22.675,5.06176,-0.426275
1,22.6806,4.98378,-0.430442
1,22.5538,3.27618,-0.506188
1,22.3204,2.8672,-0.516472
1,19.954,4.84669,-0.355387
1,19.7733,5.00258,-0.341262
1,19.3217,5.08797,-0.322414
1,19.2791,5.14455,-0.317852
1,22.4571,1.62586,-0.56544
1,22.4472,1.47901,-0.569936
1,22.4338,1.2269,0.17154
1,22.3568,0.810662,-0.587547
1,22.6761,4.90364,-0.434388
1,22.6732,4.82401,-0.438325
1,22.3697,3.09694,-0.508515
1,19.7039,5.05376,-0.336259
1,21.0355,3.78262,0.270842
1,22.3603,2.61162,0.22322
1,21.3061,5.95472,0.403957
1,20.5608,4.2454,0.293773
1,19.3922,7.94677,-0.139075
1,20.7695,3.52483,0.255818
1,20.2036,3.28862,0.240385
1,22.3785,3.0577,0.243266
1,22.3112,2.01695,0.198657
1,20.4812,4.36583,0.300397
1,20.4719,4.29674,0.296327
1,20.0792,4.80796,-0.361303
1,20.3176,4.15191,0.977748
1,19.5087,5.57373,0.37482
1,20.2857,3.23397,0.238138
1,18.5913,4.58632,0.306832
1,22.6677,3.25133,0.254229
1,22.3809,2.98268,0.239849
1,22.3885,2.91217,0.236707
1,22.7226,4.17096,0.300861
1,22.7049,4.24152,0.304564
1,22.7676,4.28746,1.08268
1,22.4211,1.66521,0.18644
1,22.4473,1.37279,0.176488
1,22.421,1.00337,0.164333
1,19.335,3.10772,0.875533
1,22.4298,1.15235,0.169097
1,22.4002,2.13896,0.955109
1,19.9264,8.32844,-0.131137
1,19.815,2.89622,0.218606
1,19.7013,7.93033,-0.151717
1,19.7589,8.41054,-0.118757
1,18.9668,7.4049,-0.162341
1,18.436,7.25455,-0.153665
1,18.403,7.30808,-0.148621
1,19.4223,5.47871,0.3681
1,18.6713,5.10413,-0.300995
1,18.5005,5.18362,-0.290905
1,22.3473,2.53523,0.219874
1,22.3317,2.23853,0.207529
1,22.3391,2.16475,0.204647
1,22.3245,2.08886,0.201552
1,22.3159,1.94306,0.195869
1,22.4202,0.929114,0.162049
1,22.401,0.858188,0.159832
1,18.9992,5.11993,1.65415
1,18.9776,5.3133,1.66973
1,19.0148,5.18759,1.66118
1,19.2659,4.99673,1.66207
1,19.1618,4.90192,1.64673
1,18.5021,4.47623,1.56484
1,18.9695,6.0855,0.411565
1,19.0682,4.03533,1.57108
1,19.2449,3.88168,1.57268
1,22.7763,4.01723,1.84322
1,18.1211,5.6722,0.380994
1,17.7067,4.37308,0.894158
1,19.1217,5.02424,1.65436
1,18.2686,4.68799,0.312535
1,22.4049,2.2481,1.71411
1,22.4525,2.03433,1.70778
1,22.3886,1.81081,1.69289
1,22.3786,1.74,1.68906
1,22.4,1.67169,1.68785
1,22.4432,1.60482,1.68844
1,22.5779,1.54035,1.69631
1,22.5649,1.469,1.69245
1,19.2597,3.4376,1.54311
1,20.3104,2.46659,0.882089
1,19.7799,1.91693,1.49557
1,19.2518,3.56225,1.55096
1,19.4338,2.23114,0.834009
1,19.5207,1.69937,1.46544
1,18.468,4.52805,1.56667
1,19.2301,3.94049,1.57588
1,19.1035,3.97823,1.56941
1,18.5541,4.2816,0.91905
1,19.2425,3.49577,1.54574
1,19.2923,3.036,0.869774
1,19.2106,3.69704,0.256489
1,20.0573,3.13197,0.231642
1,18.4789,3.88384,0.889031
1,18.4673,4.00735,0.896858
1,18.3362,3.30075,0.846713
1,18.211,3.33853,0.844038
1,18.4008,2.65132,0.812333
1,18.4395,2.59582,0.81098
1,17.9153,3.40271,0.836325
1,22.3865,1.98916,0.948184
1,22.8475,5.55265,1.16974
1,22.5393,1.57032,0.938065
1,22.5584,1.20677,0.925748
1,22.5256,0.982282,0.916815
1,18.2413,6.0488,1.04866
1,18.2941,6.92348,-0.17188
1,18.2528,6.97296,-0.166927
1,17.6525,4.6042,0.909476
1,18.4958,4.39185,0.924689
1,17.653,4.48153,0.900237
1,18.4806,4.07361,0.901869
1,18.3913,3.92732,0.888563
1,18.0238,2.35603,0.781401
1,20.2643,3.39573,0.929544
1,20.8011,3.45989,0.252673
1,20.1852,2.5498,0.205072
1,19.1426,1.94401,0.808547
1,20.619,2.13261,1.57073
1,22.4887,0.443589,1.6517
1,20.5683,2.19159,1.56973
1,22.5225,1.13058,0.921592
1,22.3889,1.9189,0.945375
1,22.3734,1.84347,0.941644
1,22.3594,1.772,0.938177
1,22.3613,1.6982,0.935353
1,22.4125,1.63176,0.934969
1,22.5602,1.50097,0.936362
1,22.5579,1.35186,0.93083
1,22.5624,1.27769,0.928392
1,22.5168,0.907742,0.914038
1,22.4468,0.687284,0.904289
1,22.4886,0.547906,0.90203
1,22.4484,0.469461,0.898074
1,19.3219,2.08704,0.822594
1,18.8169,2.83581,0.839339
1,22.5286,0.735597,1.66362
1,18.6383,5.16097,-0.296634
1,17.9923,4.32996,-0.936175
1,18.6475,3.87565,-0.366905
1,18.9033,3.29511,-0.402114
1,17.5135,3.78598,-0.929712
1,18.8888,2.91517,-0.41877
1,19.2635,2.84845,-0.4322
1,22.235,1.75067,-0.555335
1,17.9469,4.2557,-0.936627
1,18.3967,3.14086,-0.394688
1,22.3151,2.71964,-0.522162
1,19.1948,3.82413,0.263281
1,19.1468,3.74954,0.259095
1,19.2271,3.63489,0.253144
1,17.9724,3.63158,0.246496
1,22.3669,3.17233,-0.505317
1,22.3062,2.79002,-0.519146
1,22.2919,2.27028,-0.538623
1,22.2848,2.12009,-0.543859
1,20.6629,2.44304,-0.487641
1,22.41,0.887101,-0.586788
1,22.2973,0.593568,-0.591963
1,22.3565,0.301613,-0.601136
1,22.2606,2.48392,-0.529816
1,22.2526,2.41193,-0.53231
1,22.2686,2.33889,-0.535462
1,22.2636,2.19266,-0.540677
1,22.3297,0.152948,-0.604114
1,22.3419,0.0824858,-0.60614
1,22.2477,-0.357361,-0.613642
1,22.2541,-0.431439,-0.61538
1,22.2382,-0.57889,-0.617987
1,22.236,-0.649079,-0.61933
1,22.2186,-1.16243,-0.62821
1,22.1938,-1.30531,-0.629889
1,20.3899,4.81764,-0.370244
1,18.5065,4.60638,-0.324061
1,19.173,3.21703,-0.413401
1,19.7474,1.74522,-0.488566
1,20.9961,1.78802,-0.520744
1,20.3838,1.4094,-0.51705
1,21.4709,1.62151,-0.539164
1,18.9915,2.86756,-0.423728
1,22.1334,0.729168,-0.583922
1,21.9364,-2.44573,-0.637329
1,21.9243,-2.7327,-0.639395
1,21.9204,-2.80628,-0.639825
1,22.0924,-3.19326,-0.646863
1,22.1086,-3.27097,-0.647678
1,22.0776,-3.41279,-0.647416
1,22.4436,1.30184,0.174083
1,22.3043,1.7973,0.190319
1,22.3021,1.8713,0.193051
1,22.3877,0.494842,0.149346
1,22.3712,0.420542,0.147206
1,22.3101,-0.3805,0.127731
1,22.3045,-0.454132,0.126182
1,22.2927,-0.527566,0.124624
1,20.087,1.55246,0.16369
1,22.323,0.52003,-0.594603
1,22.3652,0.227407,-0.60322
1,21.4964,1.20474,-0.55321
1,22.2435,-0.719613,-0.620907
1,20.1479,0.862016,-0.527693
1,19.6417,0.90554,-0.512992
1,19.5648,0.9667,-0.509121
1,19.7299,2.09937,0.182287
1,19.6154,2.152,0.183634
1,20.2033,2.48802,0.202452
1,20.1998,2.42016,0.19945
1,19.8838,2.05346,0.181541
1,21.3569,1.37633,0.167686
1,19.4389,1.21447,-0.498088
1,18.5743,4.64349,0.310462
1,18.3368,4.64219,0.309722
1,18.0189,4.68395,0.311651
1,17.7937,4.7474,0.315381
1,17.7097,4.66173,0.309461
1,17.8107,4.14103,0.276214
1,17.8364,3.84053,0.258079
1,17.1984,4.69856,0.310939
1,19.0738,2.93654,0.85536
1,19.3722,2.15662,0.82793
1,18.3296,2.51894,0.802425
1,18.481,2.2987,0.797532
1,17.7784,4.01059,0.268075
1,18.9737,2.54893,-0.436671
1,19.5924,1.32609,0.151598
1,18.3317,3.61922,-0.370098
1,18.9552,3.11484,-0.411806
1,18.826,2.96549,-0.414784
1,18.1366,3.70255,-0.360485
1,18.2092,3.65872,-0.364809
1,18.0846,3.50958,-0.368234
1,18.1279,3.45647,-0.372073
1,22.3663,0.350203,0.145305
1,17.7471,4.06431,0.271246
1,17.7691,3.11382,0.217151
1,17.6993,4.43245,0.898268
1,17.6604,4.22349,0.280867
1,17.1367,4.62358,0.305712
1,17.8019,2.38484,0.773683
1,12.9932,5.40128,1.29692
1,22.5069,0.664899,1.65971
1,19.0917,1.75332,0.798053
1,18.9242,1.86202,0.795665
1,17.6574,3.86071,0.258542
1,18.1228,2.30953,0.78317
1,17.6207,3.91276,0.261528
1,22.4478,0.395627,0.896017
1,13.001,5.40453,0.83479
1,12.9327,5.42322,1.29613
1,12.9226,5.46549,0.839285
1,12.6824,4.56544,0.74171
1,12.6807,4.33566,0.719897
1,20.6217,0.991504,0.148914
1,20.5548,0.720996,0.140163
1,22.4979,0.373818,1.65047
1,22.5288,0.521702,1.65711
1,22.5249,0.595343,1.65899
1,22.4943,0.181799,0.892434
1,22.433,-0.496737,1.6253
1,22.4152,-0.569645,1.62259
1,22.4188,-0.709244,1.62052
1,22.4104,-0.778679,1.61877
1,22.5423,-4.48496,1.64514
1,22.4031,-0.548113,0.872469
1,22.373,-0.473666,0.872566
1,22.3787,-0.691056,0.868843
1,22.3672,-1.12907,0.861671
1,22.3686,-1.48734,0.857549
1,17.3822,3.34446,-0.939925
1,17.3641,3.28145,-0.941388
1,17.3065,3.21099,-0.940639
1,17.9246,3.17834,-0.379405
1,17.8491,3.34021,-0.369556
1,20.4374,0.407794,-0.547846
1,20.3985,0.342983,-0.54851
1,17.1877,3.59367,-0.91723
1,17.2208,3.54459,-0.921451
1,17.27,3.09208,-0.943179
1,19.0298,2.49292,-0.440519
1,19.5505,1.15679,-0.502889
1,22.1932,-1.37561,-0.630978
1,17.9004,3.23158,-0.376208
1,17.7583,3.2621,-0.370648
1,17.7013,4.17554,0.277984
1,17.7069,3.04281,0.213056
1,22.0237,-4.07228,-0.647139
1,21.7618,0.648633,-0.576329
1,22.3258,0.00829798,-0.607479
