x,y,z
10.7256,-17.5465,8
6.78542,-17.7197,9
10.538,-17.5986,9
12.0441,-18.4706,10
-11.7194,-10.6647,8
-11.7018,-12.454,8
-11.8793,-8.37099,8
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0634,-0.951538,7
-6.7919,-18.4301,9
-11.6752,-18.8016,10
-10.4404,-18.5719,9
-6.77296,-18.4293,10
-6.59139,-18.433,7
-10.4609,-18.5532,8
-12.1149,-4.30135,7
10.7256,-17.5465,8
6.78542,-17.7197,9
10.538,-17.5986,9
12.0441,-18.4706,10
-11.7194,-10.6647,8
-11.7018,-12.454,8
-11.8793,-8.37099,8
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0634,-0.951538,7
-6.7919,-18.4301,9
-11.6752,-18.8016,10
-10.4404,-18.5719,9
-6.77296,-18.4293,10
-6.59139,-18.433,7
-10.4609,-18.5532,8
-12.1149,-4.30135,7
10.7256,-17.5465,8
6.78542,-17.7197,9
10.538,-17.5986,9
12.0441,-18.4706,10
-11.7194,-10.6647,8
-11.7018,-12.454,8
-11.8793,-8.37099,8
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0634,-0.951538,7
-8.81543,-18.6157,10
-6.7919,-18.4301,9
-11.6752,-18.8016,10
-10.4404,-18.5719,9
-6.77296,-18.4293,10
-11.5362,-15.5768,10
-6.59139,-18.433,7
-10.4609,-18.5532,8
-12.1149,-4.30135,7
10.7256,-17.5465,8
6.78542,-17.7197,9
10.499,-17.5977,9
12.0441,-18.4706,10
-11.7194,-10.6647,8
-11.7018,-12.454,8
-11.8793,-8.37099,8
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0634,-0.951538,7
12.0507,-0.516171,4
-8.81543,-18.6157,10
-6.7919,-18.4301,9
-11.6752,-18.8016,10
-10.4404,-18.5719,9
-6.77296,-18.4293,10
-11.5362,-15.5768,10
-10.4609,-18.5532,8
-12.1149,-4.30135,7
10.7256,-17.5465,8
6.78542,-17.7197,9
10.499,-17.5977,9
12.0441,-18.4706,10
-11.7194,-10.6647,8
-11.7018,-12.454,8
-11.8793,-8.37099,8
12.1253,-2.32063,3
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0634,-0.951538,7
12.0507,-0.516171,4
-8.81543,-18.6157,10
-6.7919,-18.4301,9
-11.6752,-18.8016,10
-10.4404,-18.5719,9
-6.80992,-18.4289,10
-11.5362,-15.5768,10
-10.4609,-18.5532,8
-12.1149,-4.30135,7
10.7256,-17.5465,8
6.78542,-17.7197,9
10.499,-17.5977,9
12.0441,-18.4706,10
-11.7194,-10.6647,8
-11.7018,-12.454,8
-11.8793,-8.37099,8
12.1253,-2.32063,3
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0634,-0.951538,7
12.0507,-0.516171,4
-8.81543,-18.6157,10
-6.7919,-18.4301,9
-11.6752,-18.8016,10
-10.4404,-18.5719,9
-6.82963,-18.4346,10
-11.5362,-15.5768,10
-10.4609,-18.5532,8
-12.1107,-4.18851,7
10.7256,-17.5465,8
6.78542,-17.7197,9
10.499,-17.5977,9
11.9847,-18.4914,10
-11.7194,-10.6647,8
-11.7346,-12.4265,8
-11.8734,-8.51078,8
12.0781,-0.990383,7
12.1253,-2.32063,3
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0507,-0.516171,4
-8.81543,-18.6157,10
-6.7919,-18.4301,9
-11.6752,-18.8016,10
-10.4404,-18.5719,9
-6.82963,-18.4346,10
-11.5362,-15.5768,10
-10.4609,-18.5532,8
-12.1107,-4.18851,7
10.7256,-17.5465,8
6.78542,-17.7197,9
10.5604,-17.5907,9
11.9847,-18.4914,10
-11.7194,-10.6647,8
-11.7346,-12.4265,8
-11.8734,-8.51078,8
-11.9667,-6.6844,8
12.0781,-0.990383,7
12.1253,-2.32063,3
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0507,-0.516171,4
-8.81543,-18.6157,10
-6.7919,-18.4301,9
-11.6752,-18.8016,10
-10.4404,-18.5719,9
-6.82963,-18.4346,10
-11.5362,-15.5768,10
-10.4609,-18.5532,8
-12.1107,-4.18851,7
10.5604,-17.5907,9
10.7256,-17.5465,8
11.9847,-18.4915,10
6.78542,-17.7197,9
-11.4694,-12.6661,9
-11.7194,-10.6647,8
-11.7346,-12.4265,8
-11.8734,-8.51078,8
-11.9667,-6.6844,8
12.0833,-1.01988,7
12.1253,-2.32063,3
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0507,-0.516171,4
-8.60243,-18.5777,12
-8.79015,-18.5879,10
-6.72447,-18.4633,9
-11.6752,-18.8016,10
-10.3889,-18.614,9
-6.94763,-18.3981,10
-11.5362,-15.5768,10
-10.4609,-18.5532,8
-12.1107,-4.18851,7
12.0075,-18.483,10
10.6537,-17.599,9
10.7256,-17.5465,8
6.78542,-17.7197,9
-11.868,-6.71244,8
-11.4694,-12.6661,9
-11.7194,-10.6647,8
-11.7346,-12.4265,8
-11.8734,-8.51078,8
12.0833,-1.01988,7
12.1253,-2.32063,3
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0507,-0.516171,4
-7.2259,-18.4008,11
-8.60243,-18.5777,12
-8.79015,-18.5879,10
-6.72447,-18.4633,9
-11.6752,-18.8016,10
-10.3889,-18.614,9
-6.94763,-18.3981,10
-11.5362,-15.5768,10
-10.4609,-18.5532,8
-12.1107,-4.18851,7
12.0075,-18.483,10
10.6537,-17.599,9
10.7256,-17.5465,8
10.676,-17.583,11
6.78542,-17.7197,9
-11.8594,-6.7406,8
-11.4683,-12.676,9
-11.7194,-10.6647,8
-11.7783,-12.3842,8
-11.8734,-8.51078,8
12.0833,-1.01988,7
12.1253,-2.32063,3
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0508,-0.531136,4
-7.91717,-18.5993,9
-7.2259,-18.4008,11
-8.60243,-18.5777,12
-8.79015,-18.5879,10
-6.72447,-18.4633,9
-11.6752,-18.8016,10
-10.3866,-18.6178,9
-6.94763,-18.3981,10
-11.5362,-15.5768,10
-10.4609,-18.5532,8
-12.1106,-4.18851,7
12.0075,-18.483,10
10.6537,-17.599,9
10.7256,-17.5465,8
10.676,-17.583,11
6.78542,-17.7197,9
-11.8594,-6.7406,8
-11.4683,-12.676,9
-11.7194,-10.6647,8
-11.7783,-12.3842,8
-11.8734,-8.51078,8
12.0833,-1.01988,7
12.1253,-2.32063,3
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0508,-0.531136,4
-7.91717,-18.5993,9
-7.2259,-18.4008,11
-8.60243,-18.5777,12
-8.79015,-18.5879,10
-6.72447,-18.4633,9
-11.6752,-18.8016,10
-10.3866,-18.6178,9
-6.94763,-18.3981,10
-11.5362,-15.5768,10
-10.4609,-18.5532,8
-12.1106,-4.18851,7
12.0075,-18.483,10
10.6442,-17.5884,9
10.6709,-17.5327,8
10.742,-17.6148,12
6.78542,-17.7197,9
-11.8594,-6.7406,8
-11.4683,-12.676,9
-11.7194,-10.6647,8
-11.7783,-12.3842,8
-11.8734,-8.51078,8
12.0833,-1.01988,7
12.1253,-2.32063,3
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0508,-0.531136,4
-7.91717,-18.5993,9
-7.2259,-18.4008,11
-8.79015,-18.5879,10
-6.72447,-18.4633,9
-11.6752,-18.8016,10
-6.94763,-18.3981,10
-11.5362,-15.5768,10
-10.4609,-18.5532,8
-10.3631,-18.6465,9
-12.1106,-4.18851,7
12.0075,-18.483,10
10.6442,-17.5884,9
10.6589,-17.5321,8
10.742,-17.6148,12
6.78542,-17.7197,9
10.9034,-17.5969,10
-11.8594,-6.7406,8
-11.4683,-12.676,9
-11.7194,-10.6647,8
-11.7783,-12.3842,8
-11.8734,-8.51078,8
12.0833,-1.01988,7
12.1253,-2.32063,3
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0508,-0.531136,4
-7.91717,-18.5993,9
-7.2259,-18.4008,11
-8.79015,-18.5879,10
-6.72447,-18.4633,9
-11.6752,-18.8016,10
-6.94763,-18.3981,10
-11.5362,-15.5768,10
-10.4609,-18.5532,8
-10.3631,-18.6465,9
-12.1106,-4.18851,7
12.0075,-18.483,10
10.6442,-17.5884,9
10.6589,-17.5321,8
10.742,-17.6148,12
6.78542,-17.7197,9
10.9034,-17.5969,10
-11.8594,-6.7406,8
-11.4683,-12.676,9
-11.7194,-10.6647,8
-11.7783,-12.3842,8
-11.8734,-8.51078,8
12.0833,-1.01988,7
12.1253,-2.32063,3
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0508,-0.531136,4
-7.91717,-18.5993,9
-7.2259,-18.4008,11
-8.73674,-18.5918,10
-6.72447,-18.4633,9
-11.7359,-18.7699,10
-6.94763,-18.3981,10
-11.5362,-15.5768,10
-10.4609,-18.5532,8
-10.3631,-18.6465,9
-12.1106,-4.18851,7
12.0075,-18.483,10
10.6442,-17.5884,9
10.6589,-17.5321,8
10.742,-17.6148,12
6.78542,-17.7197,9
10.9034,-17.5969,10
-11.8594,-6.7406,8
-11.4683,-12.676,9
-11.7194,-10.6647,8
-11.7783,-12.3842,8
-11.8734,-8.51078,8
12.0833,-1.01988,7
12.1253,-2.32063,3
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0508,-0.531136,4
-7.91717,-18.5993,9
-9.92207,-18.6227,10
-7.28112,-18.4151,11
-8.73674,-18.5918,10
-6.72447,-18.4633,9
-11.7359,-18.7699,10
-6.94763,-18.3981,10
-11.5362,-15.5768,10
-10.4609,-18.5532,8
-10.3113,-18.6783,9
-12.1106,-4.18851,7
12.0075,-18.483,10
10.6442,-17.5884,9
10.5464,-17.529,8
10.742,-17.6148,12
6.78542,-17.7197,9
10.9034,-17.5969,10
-11.8594,-6.7406,8
-11.4851,-12.6809,9
-11.7194,-10.6647,8
-11.601,-12.6568,10
-11.8734,-8.51078,8
12.0833,-1.01988,7
12.1253,-2.32063,3
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0508,-0.531136,4
-11.7098,-18.7953,10
-7.91717,-18.5993,9
-10.0635,-18.5453,10
-7.28112,-18.4151,11
-6.88993,-18.4271,10
-8.73674,-18.5918,10
-6.72447,-18.4633,9
-7.81784,-18.3633,10
-11.5362,-15.5768,10
-10.4609,-18.5532,8
-10.3113,-18.6783,9
12.0075,-18.483,10
10.6911,-17.5851,9
10.5464,-17.529,8
10.742,-17.6148,12
6.78542,-17.7197,9
10.6409,-17.6159,10
-11.8594,-6.7406,8
-11.4851,-12.6809,9
-11.9738,-12.2068,40
-11.7194,-10.6647,8
-11.601,-12.6568,10
-11.8734,-8.51078,8
12.0833,-1.01988,7
12.1253,-2.32063,3
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0508,-0.531136,4
-11.6743,-18.8166,10
-7.91717,-18.5993,9
-10.0883,-18.6037,10
-7.28112,-18.4151,11
-6.88993,-18.4271,10
-8.73674,-18.5918,10
-6.72447,-18.4633,9
-7.75517,-18.4618,10
-11.5362,-15.5768,10
-10.4609,-18.5532,8
-10.3113,-18.6783,9
12.0075,-18.483,10
10.6911,-17.5851,9
10.5464,-17.529,8
10.742,-17.6148,12
6.78542,-17.7197,9
10.6409,-17.6159,10
-11.8594,-6.7406,8
-11.4851,-12.6809,9
-11.9738,-12.2068,40
-11.7194,-10.6647,8
-11.601,-12.6568,10
-11.8734,-8.51078,8
12.0787,-0.960847,7
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0777,-0.643594,4
-6.87668,-18.4143,10
-11.6743,-18.8166,10
-7.91717,-18.5993,9
-9.85627,-18.6906,10
-7.28112,-18.4151,11
-8.73674,-18.5918,10
-6.72348,-18.4577,9
-7.75517,-18.4618,10
-10.5056,-18.6106,13
-11.5362,-15.5768,10
-10.4609,-18.5532,8
-10.3113,-18.6783,9
12.0075,-18.483,10
10.6911,-17.5851,9
10.5464,-17.529,8
10.742,-17.6148,12
6.78542,-17.7197,9
10.6409,-17.6159,10
-11.5792,-12.6406,10
-11.8594,-6.7406,8
-11.4851,-12.6809,9
-11.9738,-12.2068,40
-11.7194,-10.6647,8
-11.8734,-8.51078,8
12.0846,-1.0011,7
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0777,-0.643594,4
-6.66929,-18.4827,12
-6.87668,-18.4143,10
-11.6743,-18.8166,10
-7.91717,-18.5993,9
-9.85627,-18.6906,10
-7.28112,-18.4151,11
-8.73674,-18.5918,10
-6.71764,-18.4606,9
-7.75517,-18.4618,10
-10.5037,-18.6058,13
-11.5362,-15.5768,10
-10.3113,-18.6783,9
12.0075,-18.483,10
10.6911,-17.5851,9
10.5464,-17.529,8
10.8216,-17.6229,12
6.78542,-17.7197,9
10.6409,-17.6159,10
-11.5792,-12.6406,10
-11.8594,-6.7406,8
-11.4851,-12.6809,9
-11.9738,-12.2068,40
-11.7194,-10.6647,8
-11.8734,-8.51078,8
12.0797,-1.03574,7
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0777,-0.643594,4
-6.87668,-18.4143,10
-11.6743,-18.8166,10
-7.91717,-18.5993,9
-9.85627,-18.6906,10
-7.28112,-18.4151,11
-8.73674,-18.5918,10
-6.71764,-18.4606,9
-7.75517,-18.4618,10
-10.5037,-18.6058,13
-11.5362,-15.5768,10
-10.3113,-18.6783,9
10.5987,-17.5893,9
12.0075,-18.483,10
10.1494,-17.734,11
8.84193,-17.6513,9
10.5464,-17.529,8
10.856,-17.61,12
6.78542,-17.7197,9
10.6409,-17.6159,10
-11.5792,-12.6406,10
-11.8594,-6.7406,8
-11.4851,-12.6809,9
-11.9738,-12.2068,40
-11.7194,-10.6647,8
-11.8734,-8.51078,8
12.0797,-1.03574,7
12.0848,-1.2922,5
12.0644,-1.10393,8
12.0777,-0.643594,4
-7.14862,-18.4479,10
-11.6743,-18.8166,10
-7.91717,-18.5993,9
-9.85627,-18.6906,10
-7.28112,-18.4151,11
-8.73674,-18.5918,10
-6.70756,-18.4604,9
-10.5037,-18.6058,13
-11.5362,-15.5768,10
-10.3113,-18.6783,9
10.6793,-17.5838,9
12.0075,-18.483,10
10.1494,-17.734,11
8.84193,-17.6513,9
10.5464,-17.529,8
10.856,-17.61,12
6.78542,-17.7197,9
10.6409,-17.6159,10
-11.5792,-12.6406,10
-11.8594,-6.7406,8
-11.4851,-12.6809,9
-11.9738,-12.2068,40
-11.7194,-10.6647,8
-11.8734,-8.51078,8
12.0797,-1.03574,7
12.0779,-1.21307,5
12.0644,-1.10393,8
12.0777,-0.643594,4
-7.14862,-18.4479,10
-11.6743,-18.8166,10
-7.91717,-18.5993,9
-9.85627,-18.6906,10
-7.28112,-18.4151,11
-8.73674,-18.5918,10
-6.70756,-18.4604,9
-10.5037,-18.6058,13
-11.5362,-15.5768,10
-10.3113,-18.6783,9
10.801,-17.5796,9
12.0075,-18.483,10
10.1494,-17.734,11
8.84193,-17.6513,9
10.5464,-17.529,8
10.856,-17.61,12
6.78542,-17.7197,9
10.6409,-17.6159,10
-11.5792,-12.6406,10
-11.8594,-6.7406,8
-11.4851,-12.6809,9
-11.9738,-12.2068,40
-11.7194,-10.6647,8
-11.8734,-8.51078,8
